sensor_id,timestamp,temperature_C,humidity_%,sea_temperature_C,sea_temp_band
M2,2013-01-29T08:00:00Z,9.25,87.5,8.96,cold
M1,2002-03-27T16:00:00Z,10.9,86.0,10.7,cold
M3,2006-11-07T13:00:00Z,14.0,96.0,13.8,mild
M5,2015-06-22T21:00:00Z,14.11,87.1,14.05,warm
M5,2016-12-23T18:00:00Z,10.86,65.2,11.45,mild
M3,2014-04-29T23:00:00Z,10.55,98.8,11.28,mild
M3,2003-09-02T07:00:00Z,16.3,81.0,17.2,warm
M6,2017-06-09T04:00:00Z,12.2,80.0,12.9,mild
M3,2008-12-07T07:00:00Z,10.4,71.0,10.7,cold
M5,2005-11-22T05:00:00Z,11.0,74.0,12.4,mild
M2,2016-02-26T15:00:00Z,7.24,72.3,9.13,cold
M3,2006-07-01T03:00:00Z,15.6,95.0,14.9,warm
M4,2013-06-30T10:00:00Z,12.74,99.6,12.72,mild
M4-Archive,2006-06-07T05:00:00Z,13.6,89.0,14.0,warm
M6,2008-07-01T10:00:00Z,14.7,87.0,14.5,warm
M3,2006-01-07T13:00:00Z,8.9,77.0,11.0,cold
M2,2001-06-18T14:00:00Z,11.9,89.9,11.3,mild
M3,2007-01-15T16:00:00Z,11.8,84.0,11.3,mild
M6,2008-09-26T04:00:00Z,14.6,89.0,14.6,warm
M4,2017-03-10T05:00:00Z,10.48,96.1,10.19,cold
M2,2013-02-22T23:00:00Z,3.48,63.3,8.03,cold
M5,2011-06-08T00:00:00Z,11.8,84.0,13.0,mild
M1,2004-05-21T10:00:00Z,10.2,70.0,12.1,mild
M6,2017-07-20T06:00:00Z,13.2,75.0,15.1,warm
M2,2005-02-18T18:00:00Z,8.4,72.0,8.6,cold
M4-Archive,2003-06-01T02:00:00Z,13.4,89.0,12.7,mild
M5,2006-06-17T01:00:00Z,15.5,82.0,16.2,warm
M6,2006-10-22T04:00:00Z,12.2,79.0,13.8,mild
M5,2007-10-04T04:00:00Z,13.1,79.0,14.5,warm
M5,2009-04-22T14:00:00Z,11.2,92.0,10.7,cold
M4,2008-01-24T21:00:00Z,10.9,82.0,10.7,cold
M4,2008-03-29T17:00:00Z,8.2,80.0,10.0,cold
M1,2004-02-12T16:00:00Z,10.7,89.0,10.8,cold
M5,2017-03-21T04:00:00Z,7.0,63.7,9.54,cold
M5,2012-07-04T05:00:00Z,14.21,87.7,14.71,warm
M2,2015-06-05T09:00:00Z,10.62,95.7,10.12,cold
M5,2016-05-11T09:00:00Z,10.65,99.6,11.14,mild
M2,2006-06-13T10:00:00Z,13.6,73.0,14.0,warm
M4-Archive,2005-08-09T05:00:00Z,15.7,95.0,15.8,warm
M3,2007-12-17T09:00:00Z,10.0,70.0,11.9,mild
M5,2005-12-08T04:00:00Z,9.5,78.0,11.7,mild
M3,2011-08-16T19:00:00Z,14.7,75.0,15.4,warm
M5,2006-03-20T07:00:00Z,6.5,72.0,8.8,cold
M6,2006-12-15T20:00:00Z,9.7,69.0,11.8,mild
M5,2005-08-07T21:00:00Z,14.9,71.0,16.6,warm
M2,2012-08-16T23:00:00Z,14.72,95.7,14.56,warm
M4-Archive,2006-01-30T01:00:00Z,6.2,77.0,9.4,cold
M2,2011-07-10T11:00:00Z,13.52,87.2,12.86,mild
M6,2007-09-05T05:00:00Z,16.2,91.0,16.7,warm
M3,2016-11-01T18:00:00Z,12.09,64.1,13.5,mild
M4-Archive,2003-12-15T10:00:00Z,8.3,66.0,10.8,cold
M6,2009-03-07T11:00:00Z,10.2,87.0,11.1,cold
M6,2009-02-16T06:00:00Z,10.8,82.0,11.2,mild
M2,2003-06-12T06:00:00Z,11.9,92.0,11.5,mild
M3,2010-11-03T10:00:00Z,14.7,97.0,13.6,mild
M2,2004-09-12T07:00:00Z,14.0,76.0,14.9,warm
M3,2014-03-22T09:00:00Z,7.48,70.7,10.25,cold
M4-Archive,2005-02-03T17:00:00Z,8.5,91.0,8.4,cold
M2,2015-12-29T00:00:00Z,11.13,82.0,11.76,mild
M6,2007-12-06T19:00:00Z,12.5,68.0,12.9,mild
M3,2009-07-11T18:00:00Z,16.8,88.0,16.2,warm
M2,2003-11-30T01:00:00Z,9.6,79.0,12.6,mild
M3,2011-07-18T07:00:00Z,12.6,85.0,13.7,mild
M5,2017-02-11T06:00:00Z,5.9,69.9,9.71,cold
M4-Archive,2003-09-09T10:00:00Z,14.0,71.0,15.8,warm
M3,2007-07-29T06:00:00Z,15.1,90.0,16.1,warm
M2,2007-03-25T18:00:00Z,9.3,84.0,8.6,cold
M4,2010-01-13T11:00:00Z,6.2,91.0,9.8,cold
M4,2010-03-22T06:00:00Z,9.8,63.0,10.0,cold
M3,2014-08-06T21:00:00Z,16.84,77.3,16.89,warm
M6,2009-08-03T22:00:00Z,14.7,83.0,15.0,warm
M4,2017-09-21T14:00:00Z,13.39,76.2,14.01,warm
M3,2009-12-01T00:00:00Z,9.2,69.0,11.2,mild
M4-Archive,2003-07-28T08:00:00Z,13.5,92.0,15.0,warm
M5,2007-02-16T18:00:00Z,9.0,84.0,9.8,cold
M5,2013-03-28T18:00:00Z,5.25,62.1,8.41,cold
M6,2015-08-17T20:00:00Z,14.0,97.0,13.9,warm
M2,2007-12-15T11:00:00Z,5.5,82.0,11.4,mild
M2,2013-07-24T02:00:00Z,13.76,94.9,13.12,mild
M3,2016-10-14T09:00:00Z,12.06,86.7,14.29,warm
M2,2017-07-05T07:00:00Z,13.12,95.7,12.95,mild
M6,2011-10-06T20:00:00Z,11.9,70.0,12.9,mild
M6,2012-12-04T16:00:00Z,9.5,83.0,11.3,mild
M4,2017-05-23T11:00:00Z,12.06,96.9,11.76,mild
M5,2004-12-19T12:00:00Z,7.5,64.0,11.4,mild
M4,2017-03-29T22:00:00Z,10.65,87.9,10.39,cold
M2,2002-06-19T09:00:00Z,12.1,72.0,12.0,mild
M5,2010-05-22T05:00:00Z,13.3,95.0,12.8,mild
M3,2004-11-17T19:00:00Z,11.5,88.0,11.5,mild
M6,2017-04-07T01:00:00Z,10.7,71.0,11.5,mild
M3,2011-03-04T18:00:00Z,8.3,80.0,10.7,cold
M6,2015-08-08T15:00:00Z,14.3,94.0,13.9,warm
M5,2010-10-29T11:00:00Z,14.7,89.0,13.4,mild
M2,2003-12-12T20:00:00Z,12.4,87.0,12.0,mild
M2,2013-01-28T23:00:00Z,10.18,71.1,9.02,cold
M4-Archive,2004-11-11T07:00:00Z,12.1,92.0,12.0,mild
M6,2014-06-24T20:00:00Z,15.6,89.0,15.3,warm
M6,2008-10-11T23:00:00Z,13.9,80.0,14.5,warm
M1,2005-02-04T20:00:00Z,7.9,74.0,10.2,cold
M2,2015-05-14T08:00:00Z,9.32,84.0,8.99,cold
M5,2013-11-23T16:00:00Z,10.01,76.6,12.44,mild
M3,2017-05-04T12:00:00Z,11.13,86.3,11.48,mild
M2,2002-03-21T03:00:00Z,10.1,83.0,8.5,cold
M2,2011-12-29T03:00:00Z,7.85,79.5,10.81,cold
M5,2007-08-27T02:00:00Z,15.5,78.0,16.6,warm
M1,2001-10-02T16:00:00Z,14.5,81.0,14.5,warm
M3,2008-02-22T11:00:00Z,11.9,93.0,11.4,mild
M2,2011-10-24T19:00:00Z,14.76,84.6,14.03,warm
M2,2007-03-23T07:00:00Z,4.5,86.0,8.5,cold
M3,2007-03-01T22:00:00Z,10.4,74.0,10.8,cold
M4-Archive,2004-09-04T23:00:00Z,15.2,98.0,15.2,warm
M4-Archive,2007-02-20T04:00:00Z,8.8,83.0,9.1,cold
M6,2013-07-29T23:00:00Z,15.0,78.0,17.1,warm
M2,2006-08-04T10:00:00Z,14.7,88.0,14.4,warm
M1,2006-12-18T10:00:00Z,9.7,85.0,10.7,cold
M6,2010-11-20T22:00:00Z,10.4,82.0,11.4,mild
M2,2007-08-07T15:00:00Z,14.8,68.0,15.1,warm
M5,2008-01-30T18:00:00Z,8.8,77.0,9.5,cold
M5,2015-06-28T14:00:00Z,15.34,84.8,15.21,warm
M4,2007-12-22T20:00:00Z,9.3,62.0,10.9,cold
M6,2007-09-18T07:00:00Z,14.6,73.0,16.4,warm
M1,2002-04-11T21:00:00Z,9.2,72.0,10.1,cold
M3,2016-05-26T06:00:00Z,11.06,73.8,12.54,mild
M6,2017-09-26T03:00:00Z,13.1,95.0,14.4,warm
M5,2010-01-23T11:00:00Z,5.9,95.0,9.3,cold
M3,2015-04-30T04:00:00Z,10.01,70.3,12.75,mild
M5,2007-11-10T11:00:00Z,12.0,77.0,13.6,mild
M5,2010-08-29T08:00:00Z,14.5,82.0,15.3,warm
M2,2012-01-14T10:00:00Z,6.96,73.0,9.7,cold
M2,2007-10-27T03:00:00Z,13.4,91.0,13.8,mild
M5,2014-07-04T20:00:00Z,17.22,85.9,17.19,warm
M4,2008-10-07T12:00:00Z,13.0,79.0,12.9,mild
M4-Archive,2003-09-25T12:00:00Z,14.1,86.0,14.9,warm
M2,2015-04-12T19:00:00Z,8.26,78.9,8.03,cold
M6,2014-08-08T05:00:00Z,14.9,74.0,16.1,warm
M1,2002-12-18T12:00:00Z,6.8,75.0,10.9,cold
M4,2011-11-08T04:00:00Z,10.28,82.0,12.17,mild
M2,2003-05-12T22:00:00Z,10.2,62.0,10.1,cold
M4-Archive,2005-04-18T11:00:00Z,8.7,71.0,8.8,cold
M4-Archive,2003-07-27T08:00:00Z,13.1,89.0,15.4,warm
M3,2012-10-23T14:00:00Z,12.5,94.5,12.51,mild
M1,2007-05-21T13:00:00Z,11.5,71.0,11.6,mild
M4,2011-05-21T05:00:00Z,11.1,86.0,11.3,mild
M2,2003-06-13T05:00:00Z,12.3,86.0,11.9,mild
M6,2014-09-13T12:00:00Z,15.8,91.0,15.4,warm
M3,2007-10-12T00:00:00Z,15.7,89.0,15.3,warm
M6,2012-04-30T19:00:00Z,10.7,78.0,10.5,cold
M6,2009-07-22T22:00:00Z,13.9,90.0,15.6,warm
M2,2015-05-11T05:00:00Z,10.11,96.5,8.92,cold
M1,2004-04-16T05:00:00Z,7.7,71.0,10.8,cold
M1,2006-05-06T11:00:00Z,8.6,90.0,10.6,cold
M3,2006-08-03T09:00:00Z,15.5,79.0,16.5,warm
M4-Archive,2006-01-25T03:00:00Z,7.6,77.0,9.4,cold
M6,2009-08-28T10:00:00Z,13.7,76.0,14.6,warm
M2,2004-11-18T11:00:00Z,6.1,79.0,13.0,mild
M3,2006-03-09T11:00:00Z,8.9,70.0,10.4,cold
M3,2009-11-06T22:00:00Z,10.7,69.0,13.0,mild
M3,2010-02-05T17:00:00Z,9.5,82.0,10.5,cold
M3,2017-06-16T00:00:00Z,13.97,93.4,13.64,mild
M3,2017-04-28T03:00:00Z,9.73,67.6,11.62,mild
M1,2002-01-31T08:00:00Z,11.1,97.0,10.7,cold
M4,2010-11-18T19:00:00Z,9.7,81.0,11.3,mild
M2,2012-04-18T18:00:00Z,8.74,81.2,8.89,cold
M6,2016-09-14T22:00:00Z,14.4,93.0,15.5,warm
M1,2005-09-07T03:00:00Z,14.6,93.0,15.7,warm
M4,2007-12-08T20:00:00Z,9.4,78.0,11.4,mild
M4,2011-04-22T03:00:00Z,12.5,81.0,11.0,cold
M6,2011-05-23T22:00:00Z,10.5,82.0,11.1,cold
M4,2011-11-15T02:00:00Z,10.76,83.6,12.1,mild
M3,2008-04-20T20:00:00Z,9.1,91.0,10.7,cold
M2,2013-01-07T11:00:00Z,10.31,91.0,9.33,cold
M2,2015-10-15T07:00:00Z,12.06,73.8,14.18,warm
M4,2012-11-18T07:00:00Z,7.58,74.6,10.84,cold
M5,2005-11-10T23:00:00Z,13.6,94.0,13.0,mild
M3,2010-08-29T10:00:00Z,15.3,80.0,15.9,warm
M1,2007-02-02T23:00:00Z,9.1,72.0,10.3,cold
M4,2010-06-04T04:00:00Z,13.6,85.0,12.9,mild
M1,2003-08-26T18:00:00Z,16.6,81.0,16.7,warm
M1,2001-05-21T16:00:00Z,12.6,81.9,12.4,mild
M3,2006-12-13T06:00:00Z,12.6,86.0,11.3,mild
M2,2012-03-01T09:00:00Z,9.22,94.1,8.51,cold
M2,2004-12-09T13:00:00Z,10.8,79.0,12.2,mild
M3,2009-04-30T16:00:00Z,10.7,71.0,10.9,cold
M5,2011-11-04T03:00:00Z,12.9,90.0,13.3,mild
M5,2009-10-29T03:00:00Z,14.1,99.0,14.1,warm
M1,2002-10-28T02:00:00Z,11.1,68.0,12.7,mild
M3,2002-10-24T16:00:00Z,14.4,90.0,13.9,warm
M6,2015-04-28T08:00:00Z,7.3,82.0,10.6,cold
M5,2012-07-23T16:00:00Z,16.53,92.4,15.91,warm
M5,2013-07-06T03:00:00Z,14.72,70.3,14.9,warm
M6,2013-10-26T07:00:00Z,13.6,70.0,14.8,warm
M5,2005-07-05T10:00:00Z,15.4,94.0,14.9,warm
M5,2012-07-11T03:00:00Z,13.9,80.4,14.94,warm
M6,2009-04-13T16:00:00Z,10.1,82.0,11.5,mild
M2,2004-11-07T01:00:00Z,12.3,82.0,13.5,mild
M3,2006-10-04T11:00:00Z,13.3,80.0,15.5,warm
M3,2004-08-01T09:00:00Z,16.9,97.0,16.7,warm
Belmullet-AMETS,2011-07-10T02:00:00Z,14.28,88.9,13.89,warm
M6,2009-06-09T16:00:00Z,12.4,80.0,12.9,mild
M5,2017-03-06T23:00:00Z,7.92,69.9,9.3,cold
M1,2002-04-24T15:00:00Z,11.6,76.0,10.8,cold
M2,2008-03-11T23:00:00Z,5.2,83.0,8.1,cold
M3,2017-05-13T20:00:00Z,12.16,70.7,12.48,mild
M2,2009-11-07T18:00:00Z,9.87,81.6,13.62,mild
M1,2006-06-13T02:00:00Z,12.6,70.0,13.1,mild
M2,2012-06-22T20:00:00Z,13.87,73.8,11.62,mild
M4-Archive,2003-10-02T06:00:00Z,12.4,75.0,14.8,warm
M6,2016-08-17T20:00:00Z,14.8,73.0,16.2,warm
M6,2010-07-27T01:00:00Z,14.1,87.0,15.0,warm
M1,2001-12-21T13:00:00Z,10.0,84.0,11.2,mild
M1,2001-10-10T02:00:00Z,14.7,99.0,14.1,warm
M3,2010-08-21T23:00:00Z,16.7,85.0,16.6,warm
M1,2003-06-03T22:00:00Z,12.6,81.0,12.5,mild
M4-Archive,2005-06-11T14:00:00Z,11.9,75.0,13.6,mild
Belmullet-AMETS,2011-07-09T14:00:00Z,14.35,88.5,13.89,warm
M3,2010-11-19T15:00:00Z,11.4,91.0,11.7,mild
M4-Archive,2003-10-02T10:00:00Z,12.6,74.0,14.9,warm
M6,2016-04-19T12:00:00Z,9.6,80.0,11.0,cold
M2,2001-10-17T08:00:00Z,15.0,90.0,13.8,mild
M5,2010-06-25T04:00:00Z,16.4,96.0,16.7,warm
M4-Archive,2006-10-12T08:00:00Z,14.1,81.0,14.6,warm
M6,2007-04-20T00:00:00Z,11.7,86.0,11.7,mild
M2,2017-06-10T06:00:00Z,13.12,95.3,12.1,mild
M2,2005-09-22T10:00:00Z,15.0,92.0,14.3,warm
M3,2011-05-21T07:00:00Z,12.7,92.0,12.4,mild
M6,2007-10-07T12:00:00Z,15.1,88.0,15.2,warm
M5,2010-05-13T10:00:00Z,9.6,68.0,10.8,cold
M2,2010-01-20T03:00:00Z,6.9,84.0,9.1,cold
M1,2002-01-09T02:00:00Z,9.6,85.0,10.6,cold
M4-Archive,2007-01-06T22:00:00Z,10.1,87.0,9.6,cold
M5,2011-05-21T14:00:00Z,13.1,95.0,12.4,mild
M5,2010-11-26T12:00:00Z,6.4,73.0,11.7,mild
M3,2016-07-03T23:00:00Z,14.79,94.1,15.0,warm
M5,2005-10-04T12:00:00Z,13.5,68.0,14.2,warm
M3,2012-11-09T19:00:00Z,9.63,75.8,11.28,mild
M3,2007-09-04T03:00:00Z,15.4,83.0,16.1,warm
M3,2010-10-12T05:00:00Z,13.5,85.0,15.2,warm
M2,2009-12-15T12:00:00Z,9.2,84.0,12.0,mild
M6,2015-10-08T01:00:00Z,13.1,86.0,12.9,mild
M5,2013-10-03T12:00:00Z,16.06,94.1,15.45,warm
M2,2013-06-15T23:00:00Z,12.19,85.9,11.52,mild
M3,2005-07-30T05:00:00Z,15.4,76.0,16.3,warm
M5,2016-08-24T17:00:00Z,16.23,62.9,16.68,warm
M2,2005-08-13T15:00:00Z,16.0,75.0,15.5,warm
M4-Archive,2003-06-17T19:00:00Z,13.7,85.0,13.9,warm
M5,2006-10-11T20:00:00Z,14.8,69.0,14.8,warm
M3,2006-06-18T15:00:00Z,14.4,87.0,14.1,warm
M6,2007-09-19T08:00:00Z,15.3,78.0,16.2,warm
M4-Archive,2004-01-02T09:00:00Z,7.3,83.0,9.8,cold
M6,2010-03-21T09:00:00Z,9.9,70.0,11.0,cold
M1,2001-04-14T11:00:00Z,10.7,93.5,10.0,cold
M2,2012-06-15T12:00:00Z,11.51,95.3,11.14,mild
M1,2006-06-23T11:00:00Z,12.9,80.0,13.1,mild
M5,2008-01-28T02:00:00Z,9.5,71.0,9.8,cold
M2,2004-09-25T16:00:00Z,15.7,85.0,14.4,warm
M2,2001-11-28T21:00:00Z,11.8,88.0,12.2,mild
M1,2006-11-27T15:00:00Z,11.3,73.0,11.4,mild
M4,2011-10-06T13:00:00Z,10.86,82.8,12.85,mild
M5,2010-04-11T15:00:00Z,9.5,90.0,9.7,cold
M1,2007-03-02T19:00:00Z,9.6,78.0,10.2,cold
M2,2012-01-24T17:00:00Z,10.35,89.8,9.38,cold
M6,2007-04-28T05:00:00Z,12.0,88.0,11.8,mild
M3,2003-01-16T08:00:00Z,10.6,80.0,11.4,mild
M1,2003-06-23T15:00:00Z,13.2,76.0,14.0,warm
M5,2016-08-23T08:00:00Z,15.37,98.8,15.65,warm
M6,2008-07-05T05:00:00Z,14.3,83.0,14.7,warm
M4,2010-12-20T09:00:00Z,4.9,48.0,10.0,cold
M1,2004-01-06T13:00:00Z,9.9,64.0,11.1,cold
M1,2001-09-27T03:00:00Z,15.6,96.0,15.2,warm
M3,2005-06-05T02:00:00Z,12.0,96.0,12.4,mild
M5,2016-06-14T13:00:00Z,15.1,75.8,15.07,warm
M5,2005-11-27T05:00:00Z,7.1,82.0,12.3,mild
M1,2002-11-19T20:00:00Z,9.5,72.0,11.8,mild
M2,2002-01-15T02:00:00Z,8.9,79.0,10.2,cold
M5,2011-09-30T16:00:00Z,15.2,96.0,14.7,warm
M1,2004-02-07T11:00:00Z,8.6,72.0,10.7,cold
M2,2005-01-08T10:00:00Z,6.3,78.0,10.1,cold
M5,2005-12-07T14:00:00Z,11.3,90.0,11.7,mild
M5,2009-10-13T01:00:00Z,13.7,82.0,14.7,warm
M2,2013-03-18T18:00:00Z,4.95,85.9,7.59,cold
M4,2017-04-20T04:00:00Z,10.89,94.9,10.49,cold
M2,2015-12-28T00:00:00Z,12.81,87.5,11.72,mild
M3,2005-11-27T15:00:00Z,8.9,72.0,12.3,mild
M4-Archive,2006-03-27T18:00:00Z,9.3,92.0,8.5,cold
M3,2013-02-11T19:00:00Z,8.3,75.0,10.66,cold
M5,2010-06-28T16:00:00Z,16.6,93.0,16.0,warm
M1,2002-06-29T15:00:00Z,12.6,86.0,12.9,mild
M6,2013-11-07T01:00:00Z,6.9,72.0,13.0,mild
M3,2014-07-06T08:00:00Z,14.31,74.2,16.48,warm
M6,2007-01-12T16:00:00Z,11.2,71.0,10.9,cold
M6,2009-08-18T12:00:00Z,14.9,99.0,15.1,warm
M2,2011-04-14T00:00:00Z,9.15,94.1,8.99,cold
M2,2010-02-23T23:00:00Z,4.4,90.0,7.7,cold
M6,2007-03-30T16:00:00Z,9.8,58.0,11.0,cold
M3,2003-10-21T16:00:00Z,9.3,66.0,14.8,warm
M3,2015-02-04T16:00:00Z,6.31,59.4,10.7,cold
M2,2002-03-09T23:00:00Z,6.5,74.0,8.0,cold
M4,2008-03-15T23:00:00Z,8.7,83.0,10.2,cold
M5,2011-04-30T12:00:00Z,11.1,88.0,11.3,mild
M6,2013-12-12T07:00:00Z,8.7,88.0,11.9,mild
M6,2017-06-20T16:00:00Z,14.0,95.0,13.0,mild
M4,2008-01-24T12:00:00Z,8.1,70.0,10.6,cold
M2,2017-05-24T16:00:00Z,11.82,97.3,12.48,mild
M2,2001-07-10T18:00:00Z,15.0,83.3,14.1,warm
M5,2013-02-26T05:00:00Z,7.48,80.1,8.85,cold
M3,2005-08-07T14:00:00Z,16.2,98.0,16.6,warm
M1,2007-05-20T00:00:00Z,10.1,74.0,11.3,mild
M4-Archive,2007-03-03T01:00:00Z,8.4,79.0,8.6,cold
M2,2005-09-11T05:00:00Z,13.8,87.0,14.4,warm
M1,2002-02-01T13:00:00Z,9.1,80.0,10.7,cold
M3,2003-07-27T10:00:00Z,15.5,78.0,15.8,warm
M3,2003-11-12T17:00:00Z,12.8,76.0,13.1,mild
M5,2013-09-23T09:00:00Z,15.47,96.1,14.94,warm
M4,2009-05-07T21:00:00Z,7.1,80.0,10.5,cold
M4-Archive,2003-12-09T00:00:00Z,7.5,88.0,11.2,mild
M4,2016-10-25T01:00:00Z,11.37,65.6,12.99,mild
M4,2008-03-28T13:00:00Z,8.1,71.0,10.2,cold
M6,2014-04-30T15:00:00Z,10.6,92.0,10.7,cold
M2,2001-05-12T14:00:00Z,10.4,95.4,9.2,cold
M2,2002-01-10T08:00:00Z,7.5,81.0,10.3,cold
M3,2005-07-12T07:00:00Z,17.3,93.0,16.6,warm
M6,2012-03-16T20:00:00Z,7.5,59.0,11.0,cold
M1,2005-05-03T00:00:00Z,10.7,93.0,11.4,mild
M1,2004-02-18T13:00:00Z,9.1,70.0,10.7,cold
M4-Archive,2006-11-19T08:00:00Z,8.5,82.0,12.8,mild
M2,2001-12-28T21:00:00Z,5.9,79.0,10.7,cold
M4,2007-07-30T15:00:00Z,14.4,71.0,15.4,warm
M4,2011-12-08T19:00:00Z,7.03,66.0,10.94,cold
M4,2008-05-13T08:00:00Z,13.1,87.0,12.3,mild
M5,2010-03-29T06:00:00Z,9.3,96.0,8.5,cold
M6,2011-07-02T23:00:00Z,12.7,84.0,12.2,mild
M5,2007-07-31T13:00:00Z,15.5,81.0,16.4,warm
M6,2011-02-01T11:00:00Z,10.7,77.0,11.4,mild
M3,2007-09-20T16:00:00Z,15.8,91.0,16.0,warm
M3,2007-06-04T06:00:00Z,12.4,82.0,13.1,mild
M1,2001-06-15T11:00:00Z,13.0,92.4,13.2,mild
M2,2012-08-16T02:00:00Z,15.68,84.4,14.36,warm
M5,2006-12-27T18:00:00Z,10.9,94.0,11.4,mild
M3,2008-08-06T03:00:00Z,16.6,94.0,16.7,warm
M2,2016-01-17T23:00:00Z,8.23,86.3,10.42,cold
M2,2012-02-26T02:00:00Z,8.64,89.5,8.58,cold
M6,2008-01-18T19:00:00Z,10.5,75.0,11.8,mild
M4,2017-08-29T05:00:00Z,13.94,74.2,14.6,warm
M3,2006-10-23T09:00:00Z,13.1,74.0,14.5,warm
M5,2005-07-29T04:00:00Z,13.6,85.0,14.4,warm
M1,2005-01-05T12:00:00Z,10.9,67.0,10.7,cold
M5,2005-04-23T13:00:00Z,9.5,96.0,9.7,cold
M6,2009-12-29T14:00:00Z,8.4,81.0,11.6,mild
M5,2008-08-15T13:00:00Z,15.4,84.0,15.5,warm
M2,2001-09-12T17:00:00Z,15.1,90.0,13.9,warm
M1,2004-11-02T06:00:00Z,11.4,83.0,12.3,mild
M5,2012-02-12T03:00:00Z,7.9,80.0,9.5,cold
M5,2011-06-11T07:00:00Z,10.7,74.0,13.0,mild
M3,2003-10-06T01:00:00Z,15.2,74.0,15.7,warm
M2,2001-05-21T23:00:00Z,10.0,94.8,9.8,cold
M4,2016-10-27T16:00:00Z,13.32,97.3,12.92,mild
M2,2013-08-30T21:00:00Z,14.65,74.2,14.32,warm
M3,2011-01-28T23:00:00Z,4.1,61.0,10.3,cold
M2,2017-09-24T19:00:00Z,14.69,94.9,14.77,warm
M3,2014-05-17T07:00:00Z,12.74,86.7,12.92,mild
M3,2010-06-06T00:00:00Z,14.2,87.0,14.7,warm
M5,2015-05-06T02:00:00Z,10.11,77.3,10.19,cold
M4,2007-07-19T09:00:00Z,12.8,74.0,14.0,warm
M2,2012-05-29T12:00:00Z,11.51,94.1,11.52,mild
M4,2008-12-13T19:00:00Z,4.5,74.0,10.8,cold
M2,2003-09-24T03:00:00Z,12.6,83.0,14.5,warm
M2,2002-02-16T18:00:00Z,9.1,83.0,8.8,cold
M5,2015-02-20T15:00:00Z,7.54,75.0,8.72,cold
M5,2011-05-05T20:00:00Z,12.3,96.0,11.3,mild
M5,2009-02-24T11:00:00Z,8.6,92.0,8.5,cold
M6,2013-01-29T22:00:00Z,8.5,79.0,10.7,cold
M6,2013-06-17T09:00:00Z,12.8,81.0,12.8,mild
M3,2005-12-31T13:00:00Z,8.2,73.0,11.1,cold
M6,2012-02-23T16:00:00Z,11.5,88.0,11.3,mild
M2,2007-02-22T18:00:00Z,9.8,94.0,9.0,cold
M3,2008-08-14T07:00:00Z,14.8,71.0,15.7,warm
M4,2009-02-16T08:00:00Z,10.2,88.0,10.0,cold
M2,2004-12-05T12:00:00Z,10.5,85.0,12.2,mild
M5,2009-11-30T20:00:00Z,6.6,72.0,11.6,mild
M6,2011-06-04T22:00:00Z,10.4,75.0,11.5,mild
M6,2011-01-02T09:00:00Z,9.5,87.0,11.6,mild
M2,2005-03-25T18:00:00Z,8.8,94.0,8.5,cold
M6,2012-09-15T07:00:00Z,14.0,75.0,14.9,warm
M2,2003-11-06T22:00:00Z,14.7,88.0,13.6,mild
M5,2007-11-27T01:00:00Z,11.2,88.0,12.7,mild
M4,2009-11-23T20:00:00Z,10.7,72.0,11.4,mild
M4-Archive,2006-10-16T02:00:00Z,13.2,83.0,14.4,warm
M5,2006-03-05T14:00:00Z,7.4,75.0,9.0,cold
M3,2012-07-08T22:00:00Z,13.35,82.8,14.39,warm
M3,2003-04-30T13:00:00Z,10.4,78.0,11.6,mild
M2,2008-03-17T17:00:00Z,6.1,69.0,8.4,cold
M5,2010-10-22T02:00:00Z,12.7,62.0,13.7,mild
M5,2017-06-30T00:00:00Z,13.39,82.0,14.6,warm
M3,2008-08-24T10:00:00Z,15.5,90.0,15.9,warm
M3,2008-01-31T20:00:00Z,7.4,68.0,11.5,mild
M4-Archive,2004-10-22T16:00:00Z,11.0,62.0,12.8,mild
M4,2010-09-30T00:00:00Z,13.7,77.0,13.9,warm
M5,2013-01-30T20:00:00Z,10.11,78.5,9.54,cold
M4-Archive,2005-10-07T21:00:00Z,11.7,77.0,14.1,warm
M2,2011-07-09T08:00:00Z,12.64,87.7,12.54,mild
M1,2003-12-27T22:00:00Z,8.7,69.0,11.3,mild
M1,2006-05-16T05:00:00Z,12.0,95.0,11.6,mild
M4,2010-04-30T12:00:00Z,10.1,77.0,10.8,cold
M2,2001-12-02T05:00:00Z,9.8,76.0,12.0,mild
M2,2003-10-22T02:00:00Z,5.2,87.0,13.6,mild
M5,2007-03-08T03:00:00Z,8.5,82.0,9.4,cold
M4,2011-02-14T18:00:00Z,6.8,58.0,10.2,cold
M2,2002-04-28T20:00:00Z,7.3,80.0,9.0,cold
M1,2005-08-12T02:00:00Z,15.3,79.0,17.0,warm
M2,2001-09-10T16:00:00Z,14.4,89.5,13.7,mild
M5,2011-08-19T23:00:00Z,15.5,86.0,15.2,warm
M3,2002-09-14T06:00:00Z,16.2,91.0,15.4,warm
M2,2010-02-20T21:00:00Z,5.4,66.0,7.8,cold
M2,2003-03-25T05:00:00Z,9.1,92.0,8.3,cold
M2,2006-02-19T11:00:00Z,7.1,78.0,9.2,cold
M5,2012-11-09T13:00:00Z,11.82,87.9,12.27,mild
M4,2008-02-14T23:00:00Z,7.1,82.0,10.5,cold
M3,2003-09-07T15:00:00Z,15.4,86.0,17.2,warm
M1,2002-02-22T16:00:00Z,8.6,69.0,10.6,cold
